Invoice_Number,BOL_Number,Carrier,Invoice_Date,Invoice_Currency,Billed_Weight_KG,Billed_Base_Rate,Billed_Fuel_Surcharge,Billed_Demurrage_Amount,Billed_Detention_Amount,Billed_Total_Amount
INV-2026-5942,BOL202600942,ONE,2026-05-24,USD,19008.9,1217.0,182.55,0.0,160.0,1559.55
INV-2026-5943,BOL202600943,Maersk,2026-04-30,USD,16816.3,1447.0,297.0,250.0,120.0,2114.0
INV-2026-5944,BOL202600944,MSC,2026-05-24,USD,21418.2,1934.0,149.0,150.0,320.0,2553.0
INV-2026-5945,BOL202600945,ONE,2026-06-03,EUR,16997.7,1230.0,123.0,0.0,0.0,1353.0
INV-2026-5946,BOL202600946,ONE,2026-02-28,USD,18369.5,1461.0,178.0,350.0,0.0,1989.0
INV-2026-5947,BOL202600947,Maersk,2026-06-13,USD,18214.6,882.0,132.3,50.0,160.0,1224.3
INV-2026-5948,BOL202600948,Evergreen,2026-02-25,EUR,19095.7,1622.0,243.3,0.0,80.0,1945.3
INV-2026-5949,BOL202600949,Evergreen,2026-06-21,USD,10260.3,2116.0,253.92,450.0,120.0,2939.92
INV-2026-5950,BOL202600950,CMA CGM,2026-03-10,USD,10724.1,2694.0,269.4,850.0,280.0,4093.4
INV-2026-5951,BOL202600951,MSC,2026-04-15,USD,17280.0,2033.0,304.95,100.0,280.0,2717.95
INV-2026-5952,BOL202600952,Maersk,2026-04-06,USD,23941.5,2163.0,259.56,0.0,0.0,2422.56
INV-2026-5953,BOL202600953,ONE,2026-02-15,USD,11701.3,3050.0,280.0,0.0,0.0,3330.0
INV-2026-5954,BOL202600954,CMA CGM,2026-05-07,USD,21068.9,1529.0,152.9,550.0,200.0,2431.9
INV-2026-5955,BOL202600955,Evergreen,2026-06-01,EUR,25582.8,927.0,92.7,550.0,240.0,1809.7
INV-2026-5956,BOL202600956,CMA CGM,2026-05-10,USD,13052.8,924.6,152.72,506.0,0.0,1583.32
INV-2026-5957,BOL202600957,Evergreen,2026-01-31,EUR,12322.5,1969.0,270.0,150.0,240.0,2629.0
INV-2026-5958,BOL202600958,Maersk,2026-06-14,EUR,17583.8,624.0,196.0,0.0,0.0,820.0
INV-2026-5959,BOL202600959,Evergreen,2026-03-15,USD,17543.8,1471.0,266.0,200.0,0.0,1937.0
INV-2026-5960,BOL202600960,MSC,2026-03-19,USD,23341.4,924.0,92.4,0.0,0.0,1016.4
INV-2026-5961,BOL202600961,MSC,2026-02-26,USD,23577.9,749.0,222.0,200.0,280.0,1451.0
INV-2026-5962,BOL202600962,MSC,2026-06-21,USD,18213.7,849.0,101.88,350.0,240.0,1540.88
INV-2026-5963,BOL202600963,ONE,2026-05-29,USD,18452.9,1461.0,178.0,350.0,40.0,2029.0
INV-2026-5964,BOL202600964,Evergreen,2026-06-10,USD,20372.8,2730.0,135.0,0.0,120.0,2985.0
INV-2026-5965,BOL202600965,COSCO,2026-05-03,EUR,10332.9,959.0,296.0,350.0,120.0,1725.0
INV-2026-5966,BOL202600966,COSCO,2026-05-30,VND,18122.2,73426500.0,7342650.0,20825000.0,5880000.0,107474150.0
INV-2026-5967,BOL202600967,Evergreen,2026-04-30,USD,14694.3,2316.0,180.0,50.0,160.0,2706.0
INV-2026-5968,BOL202600968,Evergreen,2026-05-06,USD,23512.5,3043.0,293.0,0.0,80.0,3416.0
INV-2026-5969,BOL202600969,CMA CGM,2026-02-24,EUR,13191.7,1790.0,214.8,100.0,0.0,2104.8
INV-2026-5970,BOL202600970,CMA CGM,2026-05-22,USD,13350.9,1330.32,265.88,0.0,36.8,1633.0
INV-2026-5971,BOL202600971,Evergreen,2026-04-07,EUR,12795.4,1495.0,179.4,0.0,0.0,1674.4
INV-2026-5972,BOL202600972,COSCO,2026-04-29,USD,13627.0,3315.0,397.8,0.0,120.0,3832.8
INV-2026-5973,BOL202600973,Maersk,2026-04-06,USD,22310.0,2092.0,291.0,0.0,0.0,2383.0
INV-2026-5974,BOL202600974,Maersk,2026-06-02,USD,24826.1,1147.0,154.0,450.0,120.0,1871.0
INV-2026-5975,BOL202600975,Maersk,2026-02-20,EUR,19754.5,2811.0,337.32,750.0,160.0,4058.32
INV-2026-5976,BOL202600976,ONE,2026-02-02,VND,11888.9,1535.0,279.0,650.0,120.0,2584.0
INV-2026-5977,BOL202600977,Maersk,2026-03-10,USD,22191.4,1875.0,258.0,550.0,0.0,2683.0
INV-2026-5978,BOL202600978,COSCO,2026-03-11,EUR,12204.4,2263.0,270.0,100.0,80.0,2713.0
INV-2026-5979,BOL202600979,COSCO,2026-01-27,USD,17578.6,3315.0,397.8,250.0,0.0,3962.8
INV-2026-5980,BOL202600980,Maersk,2026-02-19,USD,22077.5,2199.0,204.0,250.0,240.0,2893.0
INV-2026-5981,BOL202600981,Maersk,2026-03-26,EUR,18474.4,2293.0,183.0,0.0,200.0,2676.0
INV-2026-5982,BOL202600982,MSC,2026-05-16,EUR,25229.4,2286.0,251.0,650.0,240.0,3427.0
INV-2026-5983,BOL202600983,MSC,2026-04-23,USD,22322.4,2672.0,320.64,450.0,160.0,3602.64
INV-2026-5984,BOL202600984,ONE,2026-02-08,USD,16426.4,1461.0,178.0,150.0,0.0,1789.0
INV-2026-5985,BOL202600985,COSCO,2026-05-01,USD,20263.5,2730.0,409.5,0.0,240.0,3379.5
INV-2026-5986,BOL202600986,MSC,2026-06-12,USD,24172.5,1934.0,149.0,150.0,80.0,2313.0
INV-2026-5987,BOL202600987,Evergreen,2026-04-25,USD,19766.4,2473.0,206.0,550.0,80.0,3309.0
INV-2026-5988,BOL202600988,COSCO,2026-05-18,USD,19989.8,2323.0,296.0,250.0,120.0,2989.0
INV-2026-5989,BOL202600989,Evergreen,2026-04-29,EUR,24095.6,1969.0,270.0,0.0,160.0,2399.0
INV-2026-5990,BOL202600990,MSC,2026-04-27,EUR,21840.8,2266.0,226.6,150.0,240.0,2882.6
INV-2026-5991,BOL202600991,ONE,2026-04-11,EUR,18341.4,931.0,111.72,0.0,0.0,1042.72
INV-2026-5992,BOL202600992,Maersk,2026-02-05,EUR,22386.5,2959.0,260.0,50.0,240.0,3509.0
INV-2026-5993,BOL202600993,Evergreen,2026-02-16,VND,14156.1,56570500.0,6615000.0,0.0,0.0,63185500.0
INV-2026-5994,BOL202600994,COSCO,2026-02-04,USD,19159.0,2549.0,232.0,200.0,120.0,3101.0
INV-2026-5995,BOL202600995,MSC,2026-03-26,VND,14552.6,2747.0,412.05,200.0,320.0,3679.05
INV-2026-5996,BOL202600996,ONE,2026-03-06,VND,13962.1,59706500.0,5341000.0,6125000.0,4900000.0,76072500.0
INV-2026-5997,BOL202600997,ONE,2026-03-20,EUR,12344.9,931.0,111.72,550.0,80.0,1672.72
INV-2026-5998,BOL202600998,Maersk,2026-02-12,EUR,13436.6,1346.0,201.9,0.0,320.0,1867.9
INV-2026-5999,BOL202600999,ONE,2026-06-14,USD,18303.1,2762.0,143.0,750.0,80.0,3735.0
INV-2026-6000,BOL202601000,Maersk,2026-07-02,USD,25944.2,2163.0,259.56,650.0,200.0,3272.56
INV-2026-6001,BOL202601001,MSC,2026-05-11,USD,12034.0,2901.0,290.1,100.0,0.0,3291.1
INV-2026-6002,BOL202601002,ONE,2026-06-01,VND,17286.9,512.0,61.44,550.0,0.0,1123.44
INV-2026-6003,BOL202601003,CMA CGM,2026-06-21,USD,11900.3,1244.0,174.0,0.0,0.0,1418.0
INV-2026-6004,BOL202601004,MSC,2026-05-06,USD,15943.5,3207.0,320.7,50.0,0.0,3577.7
INV-2026-6005,BOL202601005,Evergreen,2026-05-22,USD,12274.2,2730.0,135.0,50.0,0.0,2915.0
INV-2026-6006,BOL202601006,Maersk,2026-04-16,EUR,23106.0,474.0,196.0,0.0,0.0,670.0
INV-2026-6007,BOL202601007,MSC,2026-06-22,USD,17698.8,1619.0,206.0,200.0,200.0,2225.0
INV-2026-6008,BOL202601008,CMA CGM,2026-04-27,USD,21520.5,1505.0,180.6,0.0,0.0,1685.6
INV-2026-6009,BOL202601009,Evergreen,2026-06-10,EUR,20675.5,1622.0,243.3,550.0,360.0,2775.3
INV-2026-6010,BOL202601010,Maersk,2026-04-13,EUR,20632.0,474.0,196.0,50.0,0.0,720.0
INV-2026-6011,BOL202601011,ONE,2026-05-10,USD,25329.3,1593.0,191.16,350.0,0.0,2134.16
INV-2026-6012,BOL202601012,CMA CGM,2026-02-17,USD,19151.9,2694.0,269.4,50.0,160.0,3173.4
INV-2026-6013,BOL202601013,COSCO,2026-02-22,USD,19899.3,792.0,79.2,450.0,120.0,1441.2
INV-2026-6014,BOL202601014,Evergreen,2026-06-21,EUR,18042.2,1495.0,179.4,0.0,320.0,1994.4
INV-2026-6015,BOL202601015,CMA CGM,2026-06-10,USD,14399.4,1505.0,180.6,0.0,360.0,2045.6
INV-2026-6016,BOL202601016,Maersk,2026-07-06,USD,15126.9,1875.0,258.0,0.0,200.0,2333.0
INV-2026-6017,BOL202601017,MSC,2026-02-04,USD,16639.0,1086.0,137.0,100.0,280.0,1603.0
INV-2026-6018,BOL202601018,Maersk,2026-03-27,EUR,11589.3,2825.0,239.0,0.0,0.0,3064.0
INV-2026-6019,BOL202601019,COSCO,2026-03-16,USD,12467.6,1121.0,168.15,250.0,120.0,1659.15
INV-2026-6020,BOL202601020,Evergreen,2026-02-15,EUR,26381.9,925.0,92.5,150.0,0.0,1167.5
INV-2026-6021,BOL202601021,Evergreen,2026-04-15,USD,15187.5,2309.0,270.0,550.0,0.0,3129.0
INV-2026-6022,BOL202601022,MSC,2026-02-07,EUR,22487.5,2153.0,258.36,100.0,160.0,2671.36
INV-2026-6023,BOL202601023,ONE,2026-06-10,USD,14308.6,1217.0,182.55,100.0,240.0,1739.55
INV-2026-6024,BOL202601024,ONE,2026-05-07,USD,16519.9,1788.0,202.0,850.0,0.0,2840.0
INV-2026-6025,BOL202601025,Evergreen,2026-03-31,USD,18875.3,1471.0,266.0,0.0,320.0,2057.0
INV-2026-6026,BOL202601026,CMA CGM,2026-05-22,EUR,22526.1,1499.0,162.0,100.0,240.0,2001.0
INV-2026-6027,BOL202601027,Maersk,2026-03-10,VND,16780.0,53875500.0,4998000.0,2450000.0,0.0,61323500.0
INV-2026-6028,BOL202601028,Maersk,2026-02-04,USD,19931.7,2199.0,204.0,0.0,0.0,2403.0
INV-2026-6029,BOL202601029,ONE,2026-02-19,USD,14014.2,2264.0,226.4,50.0,120.0,2660.4
INV-2026-6030,BOL202601030,CMA CGM,2026-03-29,USD,11119.0,627.0,62.7,150.0,360.0,1199.7
INV-2026-6031,BOL202601031,COSCO,2026-02-24,USD,25981.1,1448.0,300.0,0.0,200.0,1948.0
INV-2026-6032,BOL202601032,Maersk,2026-06-09,USD,25126.5,2593.0,163.0,50.0,280.0,3086.0
INV-2026-6033,BOL202601033,MSC,2026-05-21,USD,25728.4,849.0,101.88,0.0,120.0,1070.88
INV-2026-6034,BOL202601034,COSCO,2026-04-15,USD,12139.6,3315.0,397.8,350.0,120.0,4182.8
INV-2026-6035,BOL202601035,ONE,2026-01-22,USD,16610.6,2912.0,143.0,550.0,200.0,3805.0
INV-2026-6036,BOL202601036,CMA CGM,2026-05-01,USD,20385.6,2709.0,325.08,250.0,0.0,3284.08
INV-2026-6037,BOL202601037,MSC,2026-05-16,VND,23004.5,28028000.0,4875500.0,0.0,3920000.0,36823500.0
INV-2026-6038,BOL202601038,COSCO,2026-03-07,USD,15927.7,686.0,102.9,100.0,0.0,888.9
INV-2026-6039,BOL202601039,COSCO,2026-03-16,USD,20888.9,985.0,275.0,100.0,0.0,1360.0
INV-2026-6040,BOL202601040,Evergreen,2026-02-22,VND,13538.4,2119.0,270.0,100.0,0.0,2489.0
INV-2026-6041,BOL202601041,CMA CGM,2026-04-15,USD,21311.5,1922.0,289.0,0.0,40.0,2251.0
INV-2026-6042,BOL202601042,Evergreen,2026-05-05,VND,19105.6,925.0,92.5,0.0,160.0,1177.5
INV-2026-6043,BOL202601043,COSCO,2026-03-18,EUR,11040.8,2254.0,167.0,850.0,200.0,3471.0
INV-2026-6044,BOL202601044,Evergreen,2026-03-28,USD,20847.7,3255.0,269.0,250.0,160.0,3934.0
INV-2026-6045,BOL202601045,Maersk,2026-04-13,USD,20769.6,1597.0,297.0,0.0,120.0,2014.0
INV-2026-6046,BOL202601046,COSCO,2026-05-23,USD,20882.8,1978.0,237.36,200.0,120.0,2535.36
INV-2026-6047,BOL202601047,ONE,2026-06-02,USD,13592.8,2264.0,226.4,650.0,280.0,3420.4
INV-2026-6048,BOL202601048,ONE,2026-06-17,USD,16269.7,2760.0,236.0,0.0,280.0,3276.0
INV-2026-6049,BOL202601049,Maersk,2026-02-03,VND,16781.1,35451500.0,7276500.0,20825000.0,980000.0,64533000.0
INV-2026-6050,BOL202601050,MSC,2026-03-15,USD,11005.5,2033.0,304.95,0.0,0.0,2337.95
INV-2026-6051,BOL202601051,Evergreen,2026-06-04,USD,19480.5,3255.0,269.0,650.0,40.0,4214.0
INV-2026-6052,BOL202601052,COSCO,2026-04-01,USD,13813.7,3315.0,397.8,750.0,0.0,4462.8
INV-2026-6053,BOL202601053,Evergreen,2026-04-20,EUR,22412.0,927.0,92.7,200.0,0.0,1219.7
INV-2026-6054,BOL202601054,COSCO,2026-05-18,USD,16038.3,3315.0,397.8,0.0,0.0,3712.8
INV-2026-6055,BOL202601055,MSC,2026-02-24,USD,16909.4,3207.0,320.7,450.0,0.0,3977.7
INV-2026-6056,BOL202601056,Evergreen,2026-06-13,USD,16103.3,1076.0,161.4,200.0,80.0,1517.4
INV-2026-6057,BOL202601057,MSC,2026-03-20,EUR,17427.3,2266.0,226.6,650.0,280.0,3422.6
INV-2026-6058,BOL202601058,CMA CGM,2026-02-24,EUR,20812.4,1446.0,289.0,100.0,160.0,1995.0
INV-2026-6059,BOL202601059,Evergreen,2026-04-18,USD,10196.6,1866.0,186.6,0.0,280.0,2332.6
INV-2026-6060,BOL202601060,Maersk,2026-03-15,EUR,14100.6,474.0,196.0,100.0,280.0,1050.0
INV-2026-6061,BOL202601061,ONE,2026-05-16,VND,22752.4,74725000.0,6860000.0,0.0,1960000.0,83545000.0
INV-2026-6062,BOL202601062,MSC,2026-07-01,USD,20427.3,2358.0,145.0,50.0,280.0,2833.0
INV-2026-6063,BOL202601063,ONE,2026-06-09,USD,14938.8,2231.92,167.44,0.0,110.4,2509.76
INV-2026-6064,BOL202601064,Maersk,2026-02-01,USD,23739.2,882.0,132.3,0.0,40.0,1054.3
INV-2026-6065,BOL202601065,Maersk,2026-03-16,EUR,15464.8,474.0,196.0,100.0,280.0,1050.0
INV-2026-6066,BOL202601066,Maersk,2026-05-27,USD,19057.6,2199.0,204.0,200.0,0.0,2603.0
INV-2026-6067,BOL202601067,ONE,2026-05-15,USD,17268.8,618.0,92.7,200.0,0.0,910.7
INV-2026-6068,BOL202601068,Evergreen,2026-01-26,USD,17464.6,2371.0,170.0,0.0,120.0,2661.0
INV-2026-6069,BOL202601069,Evergreen,2026-04-27,USD,12947.9,2309.0,270.0,0.0,0.0,2579.0
INV-2026-6070,BOL202601070,Evergreen,2026-02-18,USD,14649.2,2654.0,191.0,450.0,200.0,3495.0
INV-2026-6071,BOL202601071,Maersk,2026-04-23,USD,13186.0,2199.0,204.0,0.0,0.0,2403.0
INV-2026-6072,BOL202601072,CMA CGM,2026-04-03,USD,18872.1,1488.0,245.0,0.0,0.0,1733.0
INV-2026-6073,BOL202601073,Evergreen,2026-03-12,USD,10335.9,2316.0,180.0,0.0,160.0,2656.0
INV-2026-6074,BOL202601074,COSCO,2026-02-25,USD,14881.2,3467.0,145.0,100.0,40.0,3752.0
INV-2026-6075,BOL202601075,ONE,2026-03-17,USD,11046.0,1131.6,113.16,598.0,0.0,1842.76
INV-2026-6076,BOL202601076,Evergreen,2026-03-14,USD,21109.7,2709.0,255.0,200.0,160.0,3324.0
INV-2026-6077,BOL202601077,MSC,2026-03-24,VND,19397.2,24892000.0,6835500.0,0.0,0.0,31727500.0
INV-2026-6078,BOL202601078,CMA CGM,2026-04-22,USD,23624.0,1645.0,262.0,850.0,200.0,2957.0
INV-2026-6079,BOL202601079,MSC,2026-03-14,USD,22656.0,1016.0,279.0,0.0,0.0,1295.0
INV-2026-6080,BOL202601080,COSCO,2026-06-09,EUR,20321.1,959.0,296.0,0.0,120.0,1375.0
INV-2026-6081,BOL202601081,CMA CGM,2026-06-13,USD,21399.8,1505.0,180.6,350.0,200.0,2235.6
INV-2026-6082,BOL202601082,Evergreen,2026-06-09,USD,16415.1,2316.0,180.0,250.0,0.0,2746.0
INV-2026-6083,BOL202601083,COSCO,2026-03-20,EUR,17233.3,823.0,209.0,50.0,0.0,1082.0
INV-2026-6084,BOL202601084,COSCO,2026-04-20,USD,19141.9,2880.0,409.5,50.0,160.0,3499.5
INV-2026-6085,BOL202601085,MSC,2026-02-15,EUR,14720.8,2153.0,258.36,0.0,0.0,2411.36
INV-2026-6086,BOL202601086,Evergreen,2026-06-17,USD,19938.0,1866.0,186.6,200.0,200.0,2452.6
INV-2026-6087,BOL202601087,Maersk,2026-05-22,EUR,17960.7,2293.0,183.0,50.0,0.0,2526.0
INV-2026-6088,BOL202601088,CMA CGM,2026-03-21,USD,20325.7,551.0,245.0,850.0,0.0,1646.0
INV-2026-6089,BOL202601089,Maersk,2026-04-05,USD,24825.7,1875.0,258.0,0.0,120.0,2253.0
INV-2026-6090,BOL202601090,MSC,2026-04-21,USD,15340.1,2033.0,304.95,0.0,80.0,2417.95
INV-2026-6091,BOL202601091,Evergreen,2026-04-16,USD,19664.5,3152.0,472.8,550.0,280.0,4454.8
INV-2026-6092,BOL202601092,MSC,2026-06-19,USD,23156.9,1086.0,137.0,150.0,280.0,1653.0
INV-2026-6093,BOL202601093,COSCO,2026-02-05,EUR,25828.4,1770.0,126.0,750.0,160.0,2806.0
INV-2026-6094,BOL202601094,MSC,2026-03-26,USD,13358.0,2901.0,290.1,150.0,280.0,3621.1
INV-2026-6095,BOL202601095,COSCO,2026-06-22,USD,17382.4,2997.0,299.7,100.0,0.0,3396.7
INV-2026-6096,BOL202601096,Maersk,2026-05-23,VND,17199.6,2811.0,337.32,0.0,40.0,3188.32
INV-2026-6097,BOL202601097,COSCO,2026-02-28,USD,21804.9,1143.0,114.3,650.0,320.0,2227.3
INV-2026-6098,BOL202601098,Maersk,2026-04-30,USD,16811.5,3231.0,203.0,450.0,280.0,4164.0
INV-2026-6099,BOL202601099,ONE,2026-06-16,VND,10371.8,67669000.0,3503500.0,20825000.0,0.0,91997500.0
INV-2026-6100,BOL202601100,Maersk,2026-03-10,USD,22786.3,2629.0,315.48,200.0,160.0,3304.48
INV-2026-6101,BOL202601101,MSC,2026-05-01,EUR,11019.3,2299.0,275.88,0.0,120.0,2694.88
INV-2026-6102,BOL202601102,CMA CGM,2026-02-24,USD,17224.6,1505.0,180.6,0.0,120.0,1805.6
INV-2026-6103,BOL202601103,Evergreen,2026-02-26,USD,10429.4,2466.0,180.0,0.0,160.0,2806.0
INV-2026-6104,BOL202601104,Evergreen,2026-04-07,USD,20553.1,1492.24,223.84,92.0,0.0,1808.08
INV-2026-6105,BOL202601105,Evergreen,2026-04-25,USD,23755.3,1492.24,223.84,46.0,110.4,1872.48
INV-2026-6106,BOL202601106,MSC,2026-02-20,USD,17652.0,924.0,92.4,50.0,40.0,1106.4
INV-2026-6107,BOL202601107,Evergreen,2026-02-27,EUR,23086.3,1969.0,270.0,200.0,0.0,2439.0
INV-2026-6108,BOL202601108,Maersk,2026-06-24,USD,18039.6,997.0,154.0,100.0,0.0,1251.0
INV-2026-6109,BOL202601109,CMA CGM,2026-03-13,USD,17131.7,1529.0,152.9,350.0,0.0,2031.9
INV-2026-6110,BOL202601110,MSC,2026-06-13,USD,24067.8,3051.0,290.1,100.0,280.0,3721.1
INV-2026-6111,BOL202601111,CMA CGM,2026-01-30,EUR,24095.9,1790.0,214.8,0.0,280.0,2284.8
INV-2026-6112,BOL202601112,MSC,2026-04-16,EUR,22959.8,2266.0,226.6,50.0,160.0,2702.6
INV-2026-6113,BOL202601113,COSCO,2026-03-20,USD,24573.3,2730.0,409.5,550.0,200.0,3889.5
INV-2026-6114,BOL202601114,Maersk,2026-02-24,USD,10698.6,2649.0,299.88,0.0,240.0,3188.88
INV-2026-6115,BOL202601115,Maersk,2026-06-14,EUR,11067.9,2086.0,208.6,550.0,40.0,2884.6
INV-2026-6116,BOL202601116,MSC,2026-06-06,USD,18845.2,2033.0,304.95,0.0,0.0,2337.95
INV-2026-6117,BOL202601117,ONE,2026-06-09,USD,12637.4,2762.0,143.0,250.0,0.0,3155.0
INV-2026-6118,BOL202601118,Evergreen,2026-05-20,USD,15498.5,2730.0,135.0,550.0,0.0,3415.0
INV-2026-6119,BOL202601119,CMA CGM,2026-05-03,EUR,24674.2,972.0,116.64,450.0,360.0,1898.64
INV-2026-6120,BOL202601120,Evergreen,2026-06-02,VND,11320.8,79968000.0,9596160.0,0.0,6860000.0,96424160.0
INV-2026-6121,BOL202601121,CMA CGM,2026-05-15,USD,14466.3,627.0,62.7,0.0,0.0,689.7
INV-2026-6122,BOL202601122,ONE,2026-02-18,USD,21009.7,618.0,92.7,0.0,0.0,710.7
INV-2026-6123,BOL202601123,CMA CGM,2026-01-31,USD,15729.4,1645.0,262.0,550.0,0.0,2457.0
INV-2026-6124,BOL202601124,MSC,2026-06-10,EUR,10764.1,2299.0,275.88,450.0,160.0,3184.88
INV-2026-6125,BOL202601125,Maersk,2026-02-27,EUR,17103.8,2293.0,183.0,0.0,0.0,2476.0
INV-2026-6126,BOL202601126,CMA CGM,2026-05-02,EUR,15994.3,1589.0,184.0,200.0,0.0,1973.0
INV-2026-6127,BOL202601127,MSC,2026-02-08,USD,23128.4,2033.0,304.95,250.0,120.0,2707.95
INV-2026-6128,BOL202601128,Maersk,2026-03-18,EUR,23287.2,2086.0,208.6,550.0,0.0,2844.6
INV-2026-6129,BOL202601129,CMA CGM,2026-02-11,USD,23050.0,1017.0,291.0,250.0,320.0,1878.0
INV-2026-6130,BOL202601130,ONE,2026-03-13,USD,16321.0,1743.0,191.16,0.0,0.0,1934.16
INV-2026-6131,BOL202601131,CMA CGM,2026-03-17,EUR,12777.9,972.0,116.64,450.0,120.0,1658.64
INV-2026-6132,BOL202601132,Evergreen,2026-02-05,USD,13521.5,2309.0,270.0,550.0,0.0,3129.0
INV-2026-6133,BOL202601133,ONE,2026-04-28,USD,14824.5,1593.0,191.16,100.0,0.0,1884.16
INV-2026-6134,BOL202601134,ONE,2026-06-11,EUR,11515.9,931.0,111.72,250.0,400.0,1692.72
INV-2026-6135,BOL202601135,CMA CGM,2026-05-03,EUR,20165.7,2285.0,228.5,0.0,320.0,2833.5
INV-2026-6136,BOL202601136,COSCO,2026-05-25,USD,19736.5,1121.0,168.15,100.0,160.0,1549.15
INV-2026-6137,BOL202601137,CMA CGM,2026-06-06,EUR,21274.1,1790.0,214.8,0.0,0.0,2004.8
INV-2026-6138,BOL202601138,MSC,2026-03-02,USD,16856.0,2358.0,145.0,350.0,0.0,2853.0
INV-2026-6139,BOL202601139,ONE,2026-02-08,EUR,14745.8,2838.0,283.8,50.0,0.0,3171.8
INV-2026-6140,BOL202601140,MSC,2026-02-05,USD,19569.2,1169.0,254.0,550.0,120.0,2093.0
INV-2026-6141,BOL202601141,CMA CGM,2026-03-02,EUR,22591.5,972.0,116.64,250.0,160.0,1498.64
INV-2026-6142,BOL202601142,MSC,2026-04-01,USD,21726.0,1016.0,279.0,0.0,0.0,1295.0
INV-2026-6143,BOL202601143,COSCO,2026-06-07,USD,20640.1,3244.0,324.4,450.0,240.0,4258.4
INV-2026-6144,BOL202601144,COSCO,2026-03-27,VND,12936.7,79478000.0,7947800.0,0.0,0.0,87425800.0
INV-2026-6145,BOL202601145,MSC,2026-05-26,EUR,10833.7,2266.0,226.6,0.0,0.0,2492.6
INV-2026-6146,BOL202601146,ONE,2026-02-15,USD,23299.5,1593.0,191.16,0.0,160.0,1944.16
INV-2026-6147,BOL202601147,COSCO,2026-02-21,USD,14983.4,3315.0,397.8,0.0,0.0,3712.8
INV-2026-6148,BOL202601148,MSC,2026-05-11,USD,14849.6,2911.0,124.0,200.0,240.0,3475.0
INV-2026-6149,BOL202601149,ONE,2026-03-19,USD,20203.6,618.0,92.7,150.0,80.0,940.7
INV-2026-6150,BOL202601150,ONE,2026-03-17,VND,18084.7,67669000.0,3503500.0,3675000.0,0.0,74847500.0
INV-2026-6151,BOL202601151,MSC,2026-05-24,USD,16838.4,899.0,222.0,450.0,80.0,1651.0
INV-2026-6152,BOL202601152,Evergreen,2026-06-11,USD,12811.2,1471.0,266.0,100.0,0.0,1837.0
INV-2026-6153,BOL202601153,CMA CGM,2026-05-26,USD,19696.4,2709.0,325.08,100.0,0.0,3134.08
INV-2026-6154,BOL202601154,CMA CGM,2026-05-26,USD,13034.0,2242.0,210.0,550.0,160.0,3162.0
INV-2026-6155,BOL202601155,CMA CGM,2026-05-10,USD,16653.1,627.0,62.7,550.0,120.0,1359.7
INV-2026-6156,BOL202601156,COSCO,2026-05-11,USD,25800.4,3253.0,267.0,150.0,0.0,3670.0
INV-2026-6157,BOL202601157,Maersk,2026-03-03,USD,12597.8,2163.0,259.56,0.0,480.0,2902.56
INV-2026-6158,BOL202601158,MSC,2026-05-03,USD,15890.9,849.0,101.88,450.0,200.0,1600.88
INV-2026-6159,BOL202601159,COSCO,2026-05-16,USD,10552.1,792.0,79.2,250.0,280.0,1401.2
INV-2026-6160,BOL202601160,CMA CGM,2026-01-31,EUR,17287.5,2285.0,228.5,0.0,80.0,2593.5
INV-2026-6161,BOL202601161,MSC,2026-03-30,EUR,21385.8,2153.0,258.36,50.0,280.0,2741.36
INV-2026-6162,BOL202601162,CMA CGM,2026-06-20,USD,13021.2,3022.0,239.0,0.0,200.0,3461.0
INV-2026-6163,BOL202601163,CMA CGM,2026-04-03,EUR,18531.2,1596.0,289.0,200.0,0.0,2085.0
INV-2026-6164,BOL202601164,ONE,2026-05-05,USD,19161.8,3193.0,225.0,750.0,0.0,4168.0
INV-2026-6165,BOL202601165,MSC,2026-04-05,USD,16367.5,1016.0,279.0,0.0,0.0,1295.0
INV-2026-6166,BOL202601166,COSCO,2026-05-27,USD,16669.5,3467.0,145.0,550.0,80.0,4242.0
INV-2026-6167,BOL202601167,Maersk,2026-03-08,EUR,21264.8,474.0,196.0,100.0,0.0,770.0
INV-2026-6168,BOL202601168,COSCO,2026-05-31,VND,23029.9,73426500.0,7342650.0,0.0,0.0,80769150.0
INV-2026-6169,BOL202601169,Maersk,2026-03-13,USD,24436.4,882.0,132.3,100.0,320.0,1434.3
INV-2026-6170,BOL202601170,CMA CGM,2026-02-21,USD,11994.9,2694.0,269.4,100.0,0.0,3063.4
INV-2026-6171,BOL202601171,CMA CGM,2026-06-24,USD,25232.0,3022.0,239.0,0.0,0.0,3261.0
INV-2026-6172,BOL202601172,ONE,2026-03-29,USD,22627.3,3262.0,201.0,0.0,40.0,3503.0
INV-2026-6173,BOL202601173,COSCO,2026-06-03,USD,18321.2,3467.0,145.0,850.0,120.0,4582.0
INV-2026-6174,BOL202601174,CMA CGM,2026-05-29,USD,15384.8,3022.0,239.0,650.0,40.0,3951.0
INV-2026-6175,BOL202601175,Evergreen,2026-04-17,USD,20641.3,1866.0,186.6,350.0,0.0,2402.6
INV-2026-6176,BOL202601176,Maersk,2026-05-01,VND,10049.4,67203500.0,3993500.0,3675000.0,6860000.0,81732000.0
INV-2026-6177,BOL202601177,Evergreen,2026-02-25,USD,23904.1,1866.0,186.6,550.0,40.0,2642.6
INV-2026-6178,BOL202601178,MSC,2026-05-09,USD,25092.5,749.0,222.0,150.0,160.0,1281.0
